cluster_id,station_count,mean_demand,center_lat,center_lon
0,23,2.2716992946319676,53.34976739130435,-6.264873008695652
1,22,0.9785733338207918,53.35615563636364,-6.268503454545454
2,24,1.2197258661942063,53.33896983333333,-6.254399175
3,3,4.141874527588813,53.334552,-6.254678333333334
4,19,1.2367342115818238,53.34339215789473,-6.291174842105263
5,10,2.244647794818577,53.3367024,-6.255531899999999
6,14,3.1363736192612777,53.34442485714286,-6.244207085714286
